content,adjectives,polarity
"interior tempat ini lucu . saya suka di dekat taman . lebih sejuk . tapi kemarin membeli pie apel nya , terlalu manis dan sedikit keras.mungkin terlalu lama di panaskan . tapi secara keseluruhan tempat ini cocok untuk hangout dan berkumpul bersama teman .","[u'lucu', u'dekat', u'nya', u'manis', u'sedikit', u'lama', u'cocok']",positive
Suasananya sangat menarik . Cocok buat kumpul bareng teman maupun keluarga . Kalo untuk menu nya lumayan enak . Kalo untuk harga termasuk relatif terjangkau .,"[u'menarik', u'Cocok', u'lumayan', u'relatif']",positive
Bagi yang ingin makan tidak terlalu kenyang dan membutuhkan suasana yang tenang anda bisa menuju tempat ini . Tempatnya nyaman dan makanannya enak . Saya mencoba menu Ice Lychee Yakult yang rasanya unik .,"[u'kenyang', u'tenang', u'nyaman']",positive
"Makanannya lezat , penyajiannya cantik dan rapi , pelayanannya pun cukup memuaskan . Setelah direnovasi , dekorasinya semakin menarik & nyaman , bahkan ada tempat bermain untuk anak kecil bagi keluarga yang berkunjung ke sana . Pada 2 kunjungan terakhir ke sana saya merasa sangat puas , bahkan pada salah satu kunjungan saya mendapat makanan penutup tambahan karena telah memasang foto makanannya di media sosial","[u'lezat', u'cantik', u'rapi', u'cukup', u'dekorasinya', u'nyaman', u'bermain', u'kecil', u'terakhir', u'puas', u'salah', u'sosial']",positive
"Makan disini sangat menyenangkan . Kualitas makannya ok banget , sehingga harga yang mahal tidaklah merugikan buat saya . Ambience resto ini juga ok , terlebih beberapa area dan tempat duduk ok sebagai latar untuk berfoto .",[u'ok'],positive
Makanannya lumayan enak . Ada makanan barat maupun indonesia . Pilihan menunya banyak . Onion ring - nya renyah . Sandwichnya juga enak .,"[u'lumayan', u'banyak', u'nya', u'renyah']",positive
Pilihan makanannya banyak . Lumayan enak . Sayang pelayanannya kurang bagus . Pelayannya ngobrol sendiri dan selalu harus jalan ke depan untuk panggil mereka ( lagi ngobrol) . Tempatnya bagus dan nyaman .,"[u'banyak', u'Lumayan', u'sendiri', u'nyaman']",positive
"sesuai namanya , konsep resto ini mengenai sarang lebah . Dari dekorasi , juga eksterior yang didominasi oleh kaca membuat resto ini berkesan lapang , terang dan nyaman . Menu yang di tawarkan kebanyakan western , rasa makanannya standard , harganya cukup tinggi .","[u'dekorasi', u'terang', u'nyaman', u'cukup', u'tinggi']",positive
"Ice Avocado Coffee & Salmon Tartare adalah enak . Tempatnya cozy , cocok buat berkumpul bareng teman di malam minggu",[u'cocok'],positive
"Suasana restoran nyaman , designnya unik . Cocok untuk food blogger atau yang suka tempat unik . Makanan iporsi lumayan banyak , untuk rasa termasuk standart .","[u'nyaman', u'Cocok', u'lumayan', u'banyak']",positive
Beehive mrpk salah satu cafe terbaru di Bandung . Desainnya sangat apik dan nyaman dengan fasilitas parkir yang cukup luas . Harganya cukup mahal namun rasanya enak . Saya memeasan steak ikan dengan topping keju di atasnya dan saya sangat menyukai menu tsb.,"[u'salah', u'terbaru', u'nyaman', u'cukup', u'luas', u'cukup']",positive
Enak buat kumpul-kumpul berdua yayang ataupun berkumpul bareng teman . Suasananya enak . Design ruangannya juga nyaman banget . Makanannya juga enak . Yg unik adalah minuman-minumannya yang kebanyakan menggunakan madu sebagai pemanis . Sesuai dengan nama restonya.beehive .,"[u'yayang', u'nyaman']",positive
"Ketika perjalanan bisnis ke Nandung , saya menanyakan kepada teman saya tempat yang lagi in di babdung . Teman saya langsung menyebutkan beehive . Ketika sampai disana , suasananya enak . Cozy . Dekorasinya juga nembuat betah . Pelayannya ramah - ramah . Saya di sana memesan steak . Untuk soal makanan sih rasanya biasa saja . Minumannya yang saya suka karena rasanya segar . Lupa namanya apa tapi bahan dasarnya adalah mangga . Lanjutan","[u'langsung', u'ramah', u'ramah', u'biasa']",positive
"Temapat nya yang nyaman dan makanan nya yang luar biasa , saya pesan monster burger dan pasta penne pedas(lupa nama nya ; p ) amat sangat luar bIasa dari segi persentasi makanan dan minuman ditambah suasana yang nyaman yang akan terasa di rumah sendiri dan yang sangat mencolok di taman belakang ada ikan koi yang sangat besar menambah si kecil semakin betah di . Lanjutan","[u'nyaman', u'luar', u'biasa', u'luar', u'nyaman', u'sendiri', u'besar', u'kecil']",positive
"Bertempat di rumah tua di kota bandung , restaurant ini didecor layaknya sarang lebah . Dengan ruang semi - outdoor yang luas ditutup dengan kaca , memberikan pencahayaan yang baik di dalam resto . Makanan yang ditawarkan kebanyakan western food dan rasanya lumayan , harganya cukup mahal sebanding dengan tempatnya yang bersih dan cozy . Tempat ini juga memiliki sarana bermain anak-anak dengan taman yang kecil .","[u'tua', u'luas', u'baik', u'lumayan', u'cukup', u'bersih', u'bermain', u'kecil']",positive
"Tempatnya homy , terang dengan dekorasi seperti rumah yang nyaman . Rasa makanan enak sekali dan price is moderate .","[u'terang', u'dekorasi', u'nyaman']",positive
"Kmaren kita pesen fried secret mushroom , pasta pesto , monster burger , panacota sama minumannya juga rasanya oke ko . hebatnya disini yang datang dari keluarga sampai abg dan penuh terus pagi siang malam , tempat baru kali iya ? Masalah range harga kemarin makan berdua habis 200 rb lebih . Yah segituan lah . Another pilihan tempat kongkow-kongkow lucu di bandung :)","[u'sama', u'penuh', u'baru', u'lucu']",positive
"Restoran ini menyediakan masakan khas sunda tradisional dengan beberapa variasi nasi dan lauk yang dimasak diatas tungku bara api . Mereka juga menyediakan nasi putih biasa dan nasi merah . Lauk beraneka ragam , seperti : ikan asin , sambal jengkol , ayam goreng , empal daging , sate telor , Cuma miscall hitam , dan Cuma miscall asin . Tidak ketinggalan paru goreng , usus goreng , dan babat gorengnya . Parunya tebal dan . Lanjutan","[u'khas', u'tradisional', u'putih', u'biasa', u'asin', u'hitam', u'asin', u'tebal']",positive
Hampir semua makanan sunda porsi besar ada disini . Hanya hati hati penyajian karena bisa nanti jorok dan banyak lalat . Maju terus dan jaga kebersihan iya,"[u'besar', u'jorok', u'banyak']",positive
"Restoran sunda tradisional yang menyediakan beberapa variasi nasi dan lauk Menu yang saya pilih adalah nasi liwet , yang dimasak diatas tungku bara api . Mereka juga menyediakan nasi putih biasa dan nasi merah . Lauk yang saya coba : Cuma miscall hitam , dan Cuma miscall asin . Favorit saya Cuma miscall hitamnya . Tidak ketinggalan paru goreng , usus goreng , dan babat gorengnya . Parunya tebal dan enak ! Disini juga . Lanjutan","[u'tradisional', u'putih', u'biasa', u'coba', u'hitam', u'asin', u'Favorit', u'hitamnya', u'tebal']",positive
"Kebetulan melintas gedung sate untuk foto - foto , pas lapar dan Mampir tanggal 27 Desember kemarin saat liburan Natal di Bandung . Pengunjung padat dan antrinya bikin lapar kabur . Kami kesulitan dapat meja kosong lho , ada begitu hanya meja yang sudah terisi dan ada masih kosong namun sudah dibook orang . Tapii . Makanannya enak _URL_ menu khas Jawa dan asli Indonesia sehingga pas buat . Lanjutan","[u'pas', u'kosong', u'lho', u'kosong', u'khas', u'asli', u'pas']",positive
Saya baru pertama kali mengunjungi restoran ini . Saya makan malam bersama rekan kantor saya yang mengusulkan untuk makan malam di sini karena saya ingin mencicipi makanan khas Sunda namun lokasinya tidak jauh dari area Dago . Restoran ini tampak sederhana dan tradisional namun pengunjung sangat banyak terlebih di saat akhir pekan . Menu makanannya juga bervariasi dan cukup lezat dan terjangkau . Lokasinya . Lanjutan,"[u'baru', u'khas', u'jauh', u'sederhana', u'tradisional', u'banyak', u'akhir', u'cukup', u'lezat']",positive
"Makan disini suasanya asyik , dibuat berasa di desa dengan bentuk kursi+meja serta tempat lesehannya . Peralatan makan yang digunakan juga pakai peralatan jaman dulu seperti piring , gelas , ketelnya . Menu makanannya bervariatif dan full traditional sundanese foods dan self service . Nasi liwet , pilihan ikan asin yang bervariatif , sambal , lalapan , serta menu hidangan lain . Gak ketinggalan desertnya juga ada cendol , dawet dll. pokoknya yang . Lanjutan","[u'asyik', u'asin', u'lain']",positive
"- ada nasi liwet - lauk nya beragam dari ayam , burung dara Cuma miscall , ikan hingga udang - lokasinya di pusat kota - tempatnya nuansa jaman dulu banget",[u'lauk'],positive
"Rumah makan khas kuliner sunda , tersedia berbagai jenis menu favorit serta terdapat hidangan pencuci mulut","[u'khas', u'favorit']",positive
"Yang makan rame,antri,menu masakan,masakan standar seperti _URL_ biasa _URL_ ngak sesuai kualitas rasa .",[u'biasa'],positive
Rm makan sunda dengan konsep jaman dulu . Memakai piring dan gelas dari kaleng . Menunya banyak dan rasanya lumayan . Hari libur penuh susah parkir .,"[u'banyak', u'lumayan', u'penuh', u'susah']",positive
"Tempat makannya unik,penyajian makanan tradisional banget.Rasa standar banget,masih ada banyak rumah makan khas sunda yang rasanya lebih menang . Kalau menikmati suasana sunda jaman dulu sih oke . Tapi kalau soal enak , relatif deh","[u'tradisional', u'banyak', u'khas', u'relatif']",positive
Makan disini jangan pas makan siang . Antrinya . Makan pakai piring seng . Ada kue balok Minuman makanan jaman dulu juga ada . Rate makanan standar sih,[u'pas'],positive
"Restaurant yang menyediakan menu makanan khas Jawa barat . sebetulnya rasa standard seperti layaknya restaurant Sunda lainnya , yang unik disajikan di piring kaleng jaman dulu dan harga murah sekali .","[u'khas', u'murah']",positive
"Homy banget suasana nya . makanannya banyak banget ragamnya . nyenengil liatnya . yang paling top memang tahu gejrot , paru sama burung puyuhnya . Must try menu .","[u'nya', u'banyak', u'nyenengil', u'gejrot', u'sama']",positive
"Lokasinya berada di pojokan dekat pertigaan , sehingga parkirnya agak susah khususnya pada lunch time dan weekend . Keunikannya adalah menggunakan peralatan makan jaman dulu seperti piring kaleng dan mug kaleng . bahkan ada yang sudah sompel . hidangannya khas sunda dan sudah tersedia diatas meja saji , tinggal tunjuk atau ambil dan bayar . kebanyakan menu gorengan , seperti tahu , tempe , ayam , ikan mujair , jeroan dll. rasanya . Lanjutan","[u'dekat', u'susah', u'lunch', u'sompel', u'khas']",positive
"suka banget kalau ke bandung datang kesini , banyak pilihan masakan dan sayur lalapan , khas sunda banget . tututnya enak banget , es goyobot jugaa . mantap banget pokoknya","[u'banyak', u'lalapan', u'khas', u'mantap']",positive
"Rekomen untuk makan siang ala indonesia , pilihan makanannya banyak sekali tinggal tunjuk saja . kebanyak yang bentuk gorengan , misalnya empal , ayam goreng , tahu goreng dll. Peralatan makan yang dipakai yang ala model jaman dulu , seperti piring seng , gelas seng , mengingatkan makan di jaman dahulu . Pelayanan cepat","[u'banyak', u'dahulu', u'cepat']",positive
"Saya lbh memilih bancakan daripada ampera . Krn cita rasa dan bumbu nya yang pas . Identik sama piring dan gelas kaleng khas petani-petani . Paling suka menu es goyobod nya sama usus , abon ny hm yummy di makan dengan nasi panas . Kekurangan nya cuma 1 , parkiran nya susah . Disarankan kalau kesini jangan saat jam makan siang or malam _URL_ ramai sekali . Ya . Lanjutan","[u'pas', u'sama', u'khas', u'sama', u'panas', u'Kekurangan', u'susah', u'ramai']",positive
"Sdh bbrpa kali makan di tempat ini . Menu merupakan menu khas sunda , terutama tersedia menu yang sudah jarang ditemukan di rmah makan lainnya di bandung . Rasa makanan , sungguh lezatt","[u'khas', u'terutama']",positive
"Tempatnya tradisional , tempat makan nya juga piring kaleng jaman dulu lucu deh , antrinya gilak ! Parah banget . rasanya sih biasa saja enakan buatan umi . Sop iganya sih suka . Es goyobotnya kurang enak sih hihi","[u'tradisional', u'lucu', u'Parah', u'biasa']",positive
"Menu masakan yang disajikan relatif umum dengan cita rasa sunda , akan tetapi yang membuat unik adalah piring makan dan gelas minum yang digunakan merupakan piring dan gelas seng yang bermotif "" jaman dulu "" atau "" old - fashioned ""","[u'relatif', u'umum']",positive
"pergi kesini karena melihat di salah satu acara televisi , tiba di rumah makan disuguhi makanan khas sunda ( dan saya langsung ke menuju ke menu kesukaan saya yaitu SEMUR JENGKOL ) namun setelah dicoba semua rasa makanannya standar dan satu hal bagi saya yang perokok di sini tidak disediakan tempat makan bagi perokok padahal ruangannya tidak tertutup secara keseluruhan Secara keseluruhan tempat . Lanjutan","[u'salah', u'khas', u'langsung']",positive
"1 . makanan khas sunda 2 . rasanya enak 3 . harga pas di kantong 4 . nuansa tempu dulu 5 . rekomended nasi liwet , empal dan abon nya","[u'khas', u'pas', u'nya']",positive
"kelebihan restoran ini adalah pada gaya penyajiannya yang kita dikembalikan ke masa dahulu dimana masih menggunakan gelas kaleng hijau motif batik hingga piring kaleng , kue batok dan beberapa jajanan khas tempo dulu lainnya kalau soal rasa masakan , enak , biarpun tidak seenak beberapa restoran sunda yang saya pernah rasakan lainnya hal lainnya , restoran ini mudah ditemui dan berada di pusat . Lanjutan","[u'dahulu', u'hijau', u'khas', u'mudah']",positive
"nasi bancakan ini sebuah restoran sunda yang tentunya menawarkan masakan sunda seperti liwet , beragam jenis pepes , dll. harganya yang terjangkau di dompet ini patut anda kunjungi bersama keluarga , teman - teman dan orang terkasih anda . keadaan rumah makan yang tradisional membuat anda betah lama lama disini , karena keadaan yang lumayan asik dan nyaman untuk bersantai .","[u'tradisional', u'lama', u'lama', u'lumayan', u'nyaman']",positive
Tempat yang pas untuk cari makanan rumahan dengan rasa yang pas dan harga yang juga pas dikantong ! Ada juga jajanan seperti tahu gejrot dan otak - otak yang pas sebagai makanan pembuka,"[u'pas', u'pas', u'pas', u'pas']",positive
"Saya termasuk orang yang suka wisata kuliner . Lidah saya bisa menerima semua cita rasa makanan . Makanya saya bisa makan dimana saja yang penting higienis . Hampir setiap saya ke kota bandung , saya sempatkan makan di tempat makan Bancakan ini . Menu makanan yang cukup beragam khas sunda , ada ikan asin , ada sambel orenya , ada sate telur , ayam panggang , ayam goreng , sayur - sayuran , dan . Lanjutan","[u'penting', u'higienis', u'cukup', u'khas', u'asin']",positive
"lokasinya gampang banget dicari , cuma memang kalau pakai mobil agak susah mencari parkirnya . makanannya enak - enak , tapi ati-ati kalap karena modelnya prasmanan . nasi liwetnya terlalu manis menurut saya , tututnya mantap .","[u'gampang', u'banget', u'susah', u'manis', u'mantap']",positive
"Tidak perlu bingung untuk mencoba cita rasa sunda dari mulai camilan hingga makanan berat . Disinilah tempatnya ! Pertama - tama Anda akan dipersilakan untuk antri parasmanan sunda dengan berbagai pilihan nasi , lauk dan lalapan . Kemudian , Anda dapat memilih minuman tradisional yang pas sebagai pendamping makanan Anda , tak lupa juga ada camilan camilan khas ' karuhun ' seperti kue balok yang nikmat disantap sehabis . Lanjutan","[u'bingung', u'berat', u'lalapan', u'tradisional', u'pas', u'khas', u'nikmat']",positive
"Makanan disini menurut saya kurang enak iya , karena saya orang minang , saya tidak terlalu suka makanan sunda yang manis he",[u'manis'],positive
"Tempat wajib kalau berkunjung ke bandung . Makanan yang nikmat , dihidangkan dengan sederhana , entah kenapa selalu suka sama piring dan gelas jaman dulu yang digunakan disini . Kalo tidak nambah itu kyaknya ada yang beda . Nasi liwetnya enak , pete bakar dan ikan peda . wah makanan sederhana , nikmat tiada tara . Harganya pun murah . Eits , siap-siap antri iya kalau kesini pas weekend .","[u'nikmat', u'sederhana', u'sama', u'sederhana', u'nikmat', u'murah', u'siap', u'siap', u'pas']",positive
"1 . Pilihan masakannya sunda tradisional banget 2 . alat makan sangat tradisional . bagi yang dahulu pernah makan dan minum dengan piring/gelas kaleng , yang ada gambar khas bunga-bunga atau seperti batik warna kehijauan , alat makan disini seperti itu . 3 . Murah banget . 4 . Asik sepertinya buat kumpul-kumpul , karena tersedia runtutan meja makan kecil dengan kursi cukup rendah , saya merasakan suasana tempat kumpul/nongkrong , disamping . Lanjutan","[u'tradisional', u'tradisional', u'dahulu', u'khas', u'kecil', u'cukup', u'rendah']",positive
